name,cp,appearances,avg_placement,best_placement,worst_placement,median_placement,placement_std,total_wins,total_losses,total_ties,win_rate,top8_finishes,top16_finishes,top32_finishes,top64_finishes,day2_appearances,day2_rate,top8_rate,top16_rate,placement_consistency
Easton Cooper,319,3,280.3333333333333,245,308,288.0,32.19213154380016,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.030127622225177234
Layla Anderson,87,2,280.5,228,333,280.5,74.24621202458749,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.013289705529272881
Andrew Collins,158,2,280.5,266,295,280.5,20.506096654409877,14,7,5,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.04649844256116777
Owen Z. Young,151,2,280.5,229,332,280.5,72.8319984622144,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.013544262932443554
Kai Young,120,2,280.5,276,285,280.5,6.363961030678928,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.13579648178933995
Isaiah Gutierrez,182,2,280.5,223,338,280.5,81.31727983645297,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012148117649013532
Colton Garcia,234,2,280.5,230,331,280.5,71.4177848998413,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.01380876260414576
Aaron Morales,199,2,280.5,232,329,280.5,68.58935777509511,13,5,8,0.5,0,0,0,0,2,1.0,0.0,0.0,0.014370013346464358
Daniel Ruiz,59,3,280.6666666666667,214,344,284.0,65.06407098647712,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01513682074186275
Connor T. Green,93,3,280.6666666666667,224,311,307.0,49.115510109672414,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01995390245079033
Kai Walker,223,3,280.6666666666667,225,323,294.0,50.34216258101487,22,13,4,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.01947716943987429
Lily Diaz935,176,2,281.0,216,346,281.0,91.92388155425118,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.010761496218990552
Avery Gonzalez718,285,1,281.0,281,281,281.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Logan Wood,258,1,281.0,281,281,281.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Easton Cook,287,1,281.0,281,281,281.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sophia Baker,81,2,281.0,268,294,281.0,18.384776310850235,14,7,5,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.051586873325965094
Ethan Wilson,80,1,281.0,281,281,281.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Owen Ortiz,121,1,281.0,281,281,281.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
James Quick,344,5,281.0,173,322,310.0,61.542668125455855,35,22,8,0.5384615384615384,0,0,0,0,5,1.0,0.0,0.0,0.01598908441184626
Chloe Lee3,257,1,281.0,281,281,281.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
John Stewart,427,16,281.125,172,340,301.0,55.05376160324258,114,75,19,0.5480769230769231,0,0,0,0,16,1.0,0.0,0.0,0.017840015931101266
Logan Clark,232,2,281.5,277,286,281.5,6.363961030678928,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.13579648178933995
Abigail Rogers,117,2,281.5,225,338,281.5,79.90306627407988,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012360470944478712
Skyler D. Perez,229,4,281.5,240,313,286.5,34.27827300200522,28,15,9,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.028346058775132216
Avery P. Cook,77,6,281.6666666666667,129,327,313.5,76.52886165798277,42,25,11,0.5384615384615384,0,0,0,0,6,1.0,0.0,0.0,0.012898422324469081
redpyro1266,357,7,281.7142857142857,222,330,268.0,42.99889256602735,48,28,15,0.5274725274725275,0,0,0,0,7,1.0,0.0,0.0,0.022727844763350363
Grayson Reyes,329,7,281.85714285714283,241,312,285.0,30.585555258588823,50,29,12,0.5494505494505495,0,0,0,0,7,1.0,0.0,0.0,0.031660041807499255
Isabella Turner,267,1,282.0,282,282,282.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ella Evans,111,1,282.0,282,282,282.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Lucas Peterson,285,1,282.0,282,282,282.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ethan G. White,184,1,282.0,282,282,282.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Adrian Kelly,267,1,282.0,282,282,282.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jackson Hall,295,2,282.0,230,334,282.0,73.53910524340094,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.013415776815868493
Owen Cruz,192,1,282.0,282,282,282.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Parker J. Hughes,132,4,282.25,184,347,299.0,69.47121706145647,28,17,7,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.014190190572811038
Nolan Adams,162,3,282.3333333333333,230,325,292.0,48.232077845903895,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.020311960082814176
ThanhNhan Nguyen,384,11,282.3636363636364,180,341,308.0,59.439503240307666,78,51,14,0.5454545454545454,0,0,0,0,11,1.0,0.0,0.0,0.01654547020388299
Lincoln Ruiz,229,5,282.4,187,322,294.0,54.87531321095124,35,19,11,0.5384615384615384,0,0,0,0,5,1.0,0.0,0.0,0.017896991399844284
Taylor Green,299,2,282.5,258,307,282.5,34.64823227814083,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.028051881849221198
Carter Hughes,131,2,282.5,249,316,282.5,47.37615433949868,15,10,1,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.0206713413592595
Benjamin Dobberstein,374,8,282.5,178,354,301.0,60.51682174640134,55,35,14,0.5288461538461539,0,0,0,0,8,1.0,0.0,0.0,0.016255716267697118
William Myers,135,2,282.5,221,344,282.5,86.97413408594535,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.011366977468889448
Wyatt Sanders881,189,2,282.5,229,336,282.5,75.66042558696059,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.0130445401567154
Andrew Clark,135,2,282.5,272,293,282.5,14.849242404917497,14,7,5,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.06309449842787015
Josiah Morgan,92,4,282.5,232,310,294.0,34.539832078341085,28,15,9,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.028137443018742523
Olivia Ortiz,266,2,282.5,228,337,282.5,77.07463914933368,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012808256444032946
Josiah Johnson,329,3,282.6666666666667,233,319,296.0,44.52340208624374,22,13,4,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.021966723798575238
Luke Brandow,354,7,282.85714285714283,214,331,293.0,48.98785077761142,48,30,13,0.5274725274725275,0,0,0,0,7,1.0,0.0,0.0,0.02000486087007126
Henry Green,199,1,283.0,283,283,283.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Blake Ruiz,273,1,283.0,283,283,283.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Reilly C,334,6,283.0,98,335,316.0,91.48114559842372,41,28,9,0.5256410256410257,0,0,0,0,6,1.0,0.0,0.0,0.010813014842422588
Parker Cooper,108,1,283.0,283,283,283.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Abigail Alvarez,201,1,283.0,283,283,283.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Michael Patel,315,3,283.0,223,338,288.0,57.66281297335398,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.017046574300046323
Isaiah Gray,232,4,283.0,236,327,284.5,43.871023086619104,28,17,7,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.022286097601777393
Nathan Ruiz621,64,3,283.0,186,336,327.0,84.12490713219242,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.011747443065600965
Owen Lee,216,3,283.0,227,316,306.0,48.75448697299562,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.020098689803449338
Ethan Roberts,226,3,283.0,227,335,287.0,54.11099703387473,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.018145198849974283
Casey Mitchell,59,2,283.0,269,297,283.0,19.79898987322333,14,7,5,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.04807925798778345
Henry Stewart,152,2,283.0,259,307,283.0,33.94112549695428,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.028619570370942038
Cameron Roberts,111,1,283.0,283,283,283.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Quinn Walker,199,3,283.3333333333333,219,331,300.0,57.83021125098311,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.016998069167791556
Michael Robinson,324,3,283.3333333333333,224,320,306.0,51.85878260558508,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.01891833202935589
Austin Davis,400,12,283.4166666666667,215,342,298.5,44.330285837384835,85,55,16,0.5448717948717948,0,0,0,0,12,1.0,0.0,0.0,0.022060306515324885
Matthew Gray,116,2,283.5,263,304,283.5,28.991378028648448,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.03334291605556694
Riley N. White,274,2,283.5,219,348,283.5,91.21677477306463,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.010844014036067629
Ella Mitchell,123,2,283.5,240,327,283.5,61.518289963229634,15,11,0,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.01599531913921756
Nathan Torres,254,2,283.5,283,284,283.5,0.7071067811865476,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Nathaniel D. Thomas,275,3,283.6666666666667,224,336,291.0,56.358968526165675,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01743406525073452
Jordan M. Davis,135,3,283.6666666666667,232,334,285.0,51.013070220614374,22,13,4,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.019225936783936845
Zoe Moore,260,3,283.6666666666667,186,356,309.0,87.7857239722572,20,12,7,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.011263071981171985
Sebastian Wood,325,4,283.75,236,318,290.5,38.973281445968425,29,17,6,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.025016710258118094
MCharMaster,364,8,283.75,216,340,279.0,37.44996662214801,55,34,15,0.5288461538461539,0,0,0,0,8,1.0,0.0,0.0,0.026007824917693906
Aaron N. Ramos,251,2,284.0,249,319,284.0,49.49747468305833,14,7,5,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.019802970470828227
Nolan Watson418,92,2,284.0,258,310,284.0,36.76955262170047,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.026476352791784213
Julian Garcia,116,1,284.0,284,284,284.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Christopher Thomas,318,2,284.0,266,302,284.0,25.45584412271571,14,7,5,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.0377988317198079
Joshua Anderson,302,7,284.0,215,314,287.0,33.90181902690965,50,31,10,0.5494505494505495,0,0,0,0,7,1.0,0.0,0.0,0.028651801765088233
Connor Torres,159,1,284.0,284,284,284.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Nathaniel Miller,325,4,284.0,228,317,295.5,38.7900330841141,28,16,8,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.025131921802780385
Jordan Z. Gomez,83,1,284.0,284,284,284.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ava Ramos,241,2,284.0,228,340,284.0,79.19595949289332,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012469456146211661
William Watson,188,1,284.0,284,284,284.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Joshua Nelson,88,2,284.0,235,333,284.0,69.29646455628166,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.014225466477042627
Sage Stewart,148,1,284.0,284,284,284.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Emma Patel,84,4,284.0,219,333,292.0,48.01388688008224,28,15,9,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.02040238111387917
Blake Davis,263,2,284.0,236,332,284.0,67.88225099390856,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.014517527891015534
Aiden Green,144,1,284.0,284,284,284.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Wyatt J. Sanders,305,1,284.0,284,284,284.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Blake Ward,331,6,284.0,179,339,293.0,54.64796428047435,42,25,11,0.5384615384615384,0,0,0,0,6,1.0,0.0,0.0,0.017970109292046073
Sebastian Gomez,290,4,284.25,189,336,306.0,65.5661243834548,28,16,8,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.01502265618228711
Jamie Moore,253,3,284.3333333333333,231,312,310.0,46.198845584422706,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.021186958867698145
Sophia B. Long,68,3,284.3333333333333,227,338,288.0,55.59076661940662,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01767072721819377
Zander Bennett,336,7,284.42857142857144,221,326,292.0,39.033563091512,50,32,9,0.5494505494505495,0,0,0,0,7,1.0,0.0,0.0,0.02497904065431593
Grayson Jones,340,8,284.5,244,324,286.0,31.218126602527395,57,36,11,0.5480769230769231,0,0,0,0,8,1.0,0.0,0.0,0.031038427911620217
Parker Wilson,74,2,284.5,244,325,284.5,57.27564927611035,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.017159825972285516
Alex Cruz68,259,2,284.5,230,339,284.5,77.07463914933368,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012808256444032946
Daniel Watson,300,4,284.5,220,319,299.5,44.65049458479342,29,18,5,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.021905567707323565
Avery Thomas,310,2,284.5,242,327,284.5,60.10407640085654,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.016365520254978966
Ethan E. Bennett,81,2,284.5,225,344,284.5,84.14570696119915,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.01174457334009452
Luke Evans,278,4,284.5,227,315,298.0,39.84553509073089,29,18,5,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.02448248009920014
Josiah Hall,290,2,284.5,231,338,284.5,75.66042558696059,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.0130445401567154
Addison F. Rogers,136,2,284.5,284,285,284.5,0.7071067811865476,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Charlotte Reyes,273,3,284.6666666666667,229,324,301.0,49.56140971898735,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.019777929562443935
Ella Clark,329,3,284.6666666666667,232,314,308.0,45.70922591045853,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.021409046724880382
Sage Williams,135,3,284.6666666666667,244,319,291.0,37.89898855290644,22,13,4,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.025707609303000308
Drew Chavez,320,4,284.75,192,320,313.5,61.975129420330106,29,17,6,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.015879284555740388
Lucas Morris,235,3,285.0,236,316,303.0,42.930175867331364,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.022763396236336244
Sebastian White,71,1,285.0,285,285,285.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jackson Williams,215,1,285.0,285,285,285.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Isaiah Ortiz,113,1,285.0,285,285,285.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Casey Rodriguez,224,1,285.0,285,285,285.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Leo Ramos,272,2,285.0,224,346,285.0,86.2670273047588,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.011459081750404354
Leo Gray,318,1,285.0,285,285,285.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Harper Hall,75,1,285.0,285,285,285.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Connor Allen,270,1,285.0,285,285,285.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Liam Mitchell,220,1,285.0,285,285,285.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Drew Murphy,318,6,285.1666666666667,221,312,293.0,33.52262917294326,43,27,8,0.5512820512820513,0,0,0,0,6,1.0,0.0,0.0,0.028966507591019146
Mateo Lewis,135,5,285.2,248,322,291.0,28.314307337457507,36,20,9,0.5538461538461539,0,0,0,0,5,1.0,0.0,0.0,0.03411303526596417
Paolo Veloso,380,12,285.25,215,332,285.5,31.337241858094774,84,53,19,0.5384615384615384,0,0,0,0,12,1.0,0.0,0.0,0.030924096878400795
Drew Johnson,263,3,285.3333333333333,226,338,292.0,56.29683235612225,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.017452971811506235
Adam Diaz,120,3,285.3333333333333,187,339,330.0,85.2779768365393,20,11,8,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.011590443316659848
Madison Cruz,324,3,285.3333333333333,235,312,309.0,43.61574639202376,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.022413611356253728
Brody B. Campbell,159,2,285.5,236,335,285.5,70.0035713374682,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.014083798619750629
Jack Taylor,214,2,285.5,285,286,285.5,0.7071067811865476,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Josiah Patel,259,2,285.5,265,306,285.5,28.991378028648448,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.03334291605556694
Asher Gonzalez,315,2,285.5,280,291,285.5,7.7781745930520225,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.11391890072356342
Easton Thompson,189,2,285.5,239,332,285.5,65.76093065034893,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.014978820550560637
Luke Chavez,179,2,285.5,281,290,285.5,6.363961030678928,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.13579648178933995
Lincoln James,152,2,285.5,284,287,285.5,2.1213203435596424,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.32037724101704074
Adam Allen,294,7,285.57142857142856,186,314,301.0,44.84364370735702,50,32,9,0.5494505494505495,0,0,0,0,7,1.0,0.0,0.0,0.021813274843149506
Charles Gray,286,3,285.6666666666667,232,343,282.0,55.59076661940662,21,14,4,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01767072721819377
Blake Morales,313,3,285.6666666666667,244,311,302.0,36.363901514184825,22,15,2,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.026763800338686798
Hunter Hernandez,86,3,285.6666666666667,229,319,309.0,49.32882862316247,22,15,2,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.019869327925104485
Addison Cook,291,4,285.75,253,324,283.0,35.59377286361572,28,15,9,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.027327053805765823
Jacob Lee,244,3,286.0,230,351,277.0,61.0,21,14,4,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.016129032258064516
Aiden Richardson,260,2,286.0,233,339,286.0,74.95331880577403,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.013165981628231092
Ava Walker,214,3,286.0,234,319,305.0,45.574115460423364,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.021471153882670214
Grayson Hughes,300,2,286.0,285,287,286.0,1.4142135623730951,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.4142135623730951
Charles Roberts,266,3,286.0,231,317,310.0,47.75981574503821,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.020508691116244832
Taylor Turner,224,2,286.0,254,318,286.0,45.254833995939045,15,10,1,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.021619361991176863
Matthew White,202,3,286.0,222,346,290.0,62.0966987850401,21,14,4,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.015848689697805472
Layla Sanders,152,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
William Smith,320,2,286.0,279,293,286.0,9.899494936611665,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.09174737048053264
Blake Reed,246,4,286.0,239,336,284.5,39.891519566611315,28,19,5,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.024454948375567793
Jamie White,116,2,286.0,248,324,286.0,53.74011537017761,14,7,5,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.018268138333972155
Olivia Brooks,77,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Isabella Murphy,100,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Julian Lee,118,2,286.0,275,297,286.0,15.556349186104045,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.0603997891539587
Aaron Nelson,182,2,286.0,247,325,286.0,55.154328932550705,15,11,0,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.017808066074498752
Lily Sanders,85,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sam Torres,150,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Caleb Kelly,234,4,286.0,247,333,282.0,42.150523919242886,28,18,6,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.023174689648531754
Jonathan Adams877,132,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sophia Watson,193,4,286.0,248,310,293.0,27.36177382164151,29,18,5,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.03525872557508896
Cameron Clark,123,2,286.0,232,340,286.0,76.36753236814714,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012925318533381431
Nathan Campbell,82,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Brody Gomez,136,2,286.0,233,339,286.0,74.95331880577403,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.013165981628231092
Cameron Brown,203,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Casey R. Reed,319,1,286.0,286,286,286.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Connor Turner,262,5,286.2,235,312,292.0,31.027407239406905,36,23,6,0.5538461538461539,0,0,0,0,5,1.0,0.0,0.0,0.031223258021635544
Madison Gonzalez,171,2,286.5,240,333,286.5,65.76093065034893,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.014978820550560637
Owen Peterson,184,2,286.5,284,289,286.5,3.5355339059327378,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.2204812092115424
Julian Moore,296,2,286.5,267,306,286.5,27.577164466275352,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.034992974939138055
Harper Ramirez,117,4,286.5,217,333,298.0,50.315670189978256,28,18,6,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.019487224785291725
Bradley Lippert,343,6,286.5,237,326,290.5,30.09817270200967,41,23,14,0.5256410256410257,0,0,0,0,6,1.0,0.0,0.0,0.03215623019340222
Harper Harris,256,3,286.6666666666667,228,318,314.0,50.84617324178225,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.019287826612323842
Henry Martin,61,3,286.6666666666667,225,345,290.0,60.069404303133666,21,14,4,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01637481176394391
Adam Price,321,5,286.8,228,342,291.0,40.82523729263554,35,22,8,0.5384615384615384,0,0,0,0,5,1.0,0.0,0.0,0.023909009601149996
Jackson Clark,279,2,287.0,232,342,287.0,77.78174593052023,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012693295739877703
Kai Kim,285,5,287.0,185,338,301.0,60.51032969667245,35,23,7,0.5384615384615384,0,0,0,0,5,1.0,0.0,0.0,0.016257431961937564
Chloe Cooper,244,3,287.0,189,350,322.0,86.01744009211156,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.011491949187903697
Grace Evans,64,1,287.0,287,287,287.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Brody Davis,142,2,287.0,228,346,287.0,83.43860018001261,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.011842924892976957
Morgan Smith,101,2,287.0,235,339,287.0,73.53910524340094,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.013415776815868493
William Johnson,279,1,287.0,287,287,287.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Henry Baker,256,2,287.0,225,349,287.0,87.68124086713189,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.011276341988699349
Liam Smith,60,1,287.0,287,287,287.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jackson S. Flores,133,1,287.0,287,287,287.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Blake Walker,190,1,287.0,287,287,287.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Noah Ward,144,1,287.0,287,287,287.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
