name,cp,appearances,avg_placement,best_placement,worst_placement,median_placement,placement_std,total_wins,total_losses,total_ties,win_rate,top8_finishes,top16_finishes,top32_finishes,top64_finishes,day2_appearances,day2_rate,top8_rate,top16_rate,placement_consistency
Carter X. Castillo,100,1,287.0,287,287,287.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Taylor Wilson,256,3,287.0,246,316,299.0,36.51027252705737,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.02665936375905208
Leo Morales,280,1,287.0,287,287,287.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Josiah Bennett,164,4,287.25,221,336,296.0,49.18248333163614,28,19,5,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.019927272099935677
Lucas Perez,175,3,287.3333333333333,227,322,313.0,52.44362052083488,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.018711307172951584
Layla Morales,158,3,287.3333333333333,229,343,290.0,57.046764442283084,21,15,3,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.017227489070373896
Brooke English,360,5,287.4,175,333,324.0,66.35736583078024,33,18,14,0.5076923076923077,0,0,0,0,5,1.0,0.0,0.0,0.014846186273261756
Luke Walker,298,2,287.5,287,288,287.5,0.7071067811865476,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Daniel Jones,302,2,287.5,263,312,287.5,34.64823227814083,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.028051881849221198
Grace Lee,184,2,287.5,278,297,287.5,13.435028842544403,13,6,7,0.5,0,0,0,0,2,1.0,0.0,0.0,0.06927592669941171
Taylor Cruz,309,2,287.5,269,306,287.5,26.16295090390226,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.036814851359037684
Lily Garcia529,171,3,287.6666666666667,264,309,290.0,22.5905584998099,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.04238983998653776
Nolan Turner,128,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sebastian Gutierrez,254,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Zoe James,189,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Riley Collins,284,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Joel D. Campbell,224,2,288.0,248,328,288.0,56.568542494923804,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.017370597841489154
Jordan Clark,318,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Nathan Robinson,105,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sophia Green,137,2,288.0,288,288,288.0,0.0,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,1.0
Quinn Gutierrez,309,3,288.0,226,331,307.0,55.018178813915675,21,15,3,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.017851347922642327
Morgan Perez,178,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Hunter Reed,290,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sam Brown,193,1,288.0,288,288,288.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Skyler Rodriguez,56,1,288.0,288,288,288.0,0.0,6,2,5,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
William Rivera,323,2,288.0,249,327,288.0,55.154328932550705,13,7,6,0.5,0,0,0,0,2,1.0,0.0,0.0,0.017808066074498752
Skyler Perez,314,4,288.25,232,319,301.0,38.586482952799244,29,19,4,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.025261147882026935
Aaron Martinez,328,2,288.5,259,318,288.5,41.71930009000631,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.023408623219319517
Grayson Turner,219,2,288.5,233,344,288.5,78.48885271170677,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012580380341213861
Mia Martin,308,2,288.5,238,339,288.5,71.4177848998413,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.01380876260414576
Noah Roberts,254,2,288.5,245,332,288.5,61.518289963229634,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.01599531913921756
Jackson White,215,4,288.5,217,327,305.0,50.94768558694955,29,18,5,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.019250135760643453
Addison Diaz,173,2,288.5,258,319,288.5,43.1335136523794,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.0226585176942078
Zoe Y. Morris,304,2,288.5,288,289,288.5,0.7071067811865476,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Caleb Scott,317,7,288.57142857142856,227,342,300.0,50.27543184915518,49,30,12,0.5384615384615384,0,0,0,0,7,1.0,0.0,0.0,0.01950251736429746
Addison Morales,315,3,288.6666666666667,265,310,291.0,22.5905584998099,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.04238983998653776
Eli Clark,145,3,288.6666666666667,284,297,285.0,7.234178138070235,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.12144502866370589
Asher Lee,195,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Owen Watson,99,2,289.0,236,342,289.0,74.95331880577403,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.013165981628231092
Thomas Campbell65,96,2,289.0,225,353,289.0,90.50966799187809,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.010927807104367974
Jack Edwards,97,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Caleb Smith,250,2,289.0,250,328,289.0,55.154328932550705,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.017808066074498752
Charlotte Robinson,152,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Grace Cox,187,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Nathan Cooper,129,1,289.0,289,289,289.0,0.0,6,2,5,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Sebastian Rivera,249,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ryan Edwards,249,2,289.0,284,294,289.0,7.0710678118654755,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.12389934309929541
Addison Jones,249,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Andrew Cox,234,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Colton Morgan,110,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Casey Robinson,239,2,289.0,256,322,289.0,46.66904755831214,13,7,6,0.5,0,0,0,0,2,1.0,0.0,0.0,0.020977973154943562
Jordan Cruz,66,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jonathan Morgan,276,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Joshua Sanchez,178,1,289.0,289,289,289.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Joshua Young,327,4,289.0,226,340,295.0,49.29503017546495,27,16,9,0.5192307692307693,0,0,0,0,4,1.0,0.0,0.0,0.0198826801875113
Avery Adams,87,5,289.2,239,318,299.0,31.027407239406905,36,23,6,0.5538461538461539,0,0,0,0,5,1.0,0.0,0.0,0.031223258021635544
Nolan Edwards,315,3,289.3333333333333,263,315,290.0,26.00640946638604,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.03702824698872562
Grayson Gonzalez,277,3,289.3333333333333,255,315,298.0,30.924639582917266,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.03132376788163008
Joel Parker,273,2,289.5,236,343,289.5,75.66042558696059,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.0130445401567154
Aaron Price,323,4,289.5,223,347,294.0,51.05226080530943,28,19,5,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.01921146141452511
Parker Reed,286,4,289.5,229,321,304.0,41.924535378065514,29,18,5,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.023296699456204276
Lincoln N. Mendoza,200,2,289.5,239,340,289.5,71.4177848998413,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.01380876260414576
Asher Reed,240,2,289.5,246,333,289.5,61.518289963229634,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.01599531913921756
Jack D. Flores,325,4,289.5,242,315,300.5,32.705758922041035,29,19,4,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.029668520513450748
Christopher Turner,330,2,289.5,283,296,289.5,9.192388155425117,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.09811243299910322
Mia Cooper,329,6,289.6666666666667,222,331,295.0,37.15732319027659,42,26,10,0.5384615384615384,0,0,0,0,6,1.0,0.0,0.0,0.026207289096600573
Zoe Alvarez,302,3,289.6666666666667,244,321,304.0,40.45161719058131,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.024124511123470024
Ava Miller,121,3,289.6666666666667,269,323,277.0,29.143323992525858,20,12,7,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.033174841641484314
Drew Brooks,328,7,289.7142857142857,237,320,309.0,34.70693631785192,51,33,7,0.5604395604395604,0,0,0,0,7,1.0,0.0,0.0,0.028005763112755305
Joel Cook,68,4,289.75,237,333,294.5,39.59271818571356,28,18,6,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.024634960276002062
Grayson Mendoza,56,2,290.0,288,292,290.0,2.8284271247461903,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.2612038749637414
Olivia Jackson,104,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Caleb Mendoza,118,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Owen Ramos,262,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Emma Thompson,87,2,290.0,254,326,290.0,50.91168824543142,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.019263484463694105
Isabella Castillo,177,2,290.0,237,343,290.0,74.95331880577403,14,11,1,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.013165981628231092
Madison White,178,2,290.0,269,311,290.0,29.698484809834994,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.03257489762750851
Riley Cruz,141,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Liam Cook,209,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Emily Martin,311,3,290.0,229,322,319.0,52.848841046895245,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01857050180762724
Nathaniel Phillips,179,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sam Ruiz,108,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ethan Scott,320,6,290.0,219,346,305.0,55.58776843874919,42,28,8,0.5384615384615384,0,0,0,0,6,1.0,0.0,0.0,0.01767166346349925
Sam Hernandez,69,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Addison Anderson,195,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Parker Walker,286,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Taylor Mitchell,239,2,290.0,284,296,290.0,8.48528137423857,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.10542649822871226
Riley Williams,298,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Luke Jackson,196,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Alexander Torres,193,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ethan Campbell,59,1,290.0,290,290,290.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ella Brown,91,3,290.3333333333333,264,309,298.0,23.459184413217212,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.04088443764541968
Jack Turner,284,3,290.3333333333333,235,324,312.0,48.294237061303015,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.02028634703801959
Nathaniel Diaz,102,3,290.3333333333333,234,320,317.0,48.80915214724932,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.020076631640782192
Ethan Lee,242,2,290.5,264,317,290.5,37.476659402887016,13,7,6,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02598978226069613
Noah James,161,2,290.5,283,298,290.5,10.606601717798213,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.08615786293989429
Carter Lewis,169,2,290.5,286,295,290.5,6.363961030678928,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.13579648178933995
Jonathan Arias,339,14,290.64285714285717,214,341,307.5,44.546617143180455,97,66,19,0.532967032967033,0,0,0,0,14,1.0,0.0,0.0,0.02195552738541257
Ava Nelson,97,3,290.6666666666667,252,328,292.0,38.01753981168867,22,15,2,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.02562949906186615
Blake Williams,331,5,290.8,234,333,289.0,36.69741135284613,35,21,9,0.5384615384615384,0,0,0,0,5,1.0,0.0,0.0,0.026527020400420695
Mason Green,268,5,290.8,242,326,294.0,30.873937228672343,35,19,11,0.5384615384615384,0,0,0,0,5,1.0,0.0,0.0,0.03137359507316986
Isaiah Martin,147,2,291.0,269,313,291.0,31.11269837220809,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.031140329237030088
Charlotte Wright,75,1,291.0,291,291,291.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Quinn Harris,248,1,291.0,291,291,291.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Michael Nelson,210,2,291.0,278,304,291.0,18.384776310850235,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.051586873325965094
Jamie Nelson,301,2,291.0,245,337,291.0,65.05382386916237,14,11,1,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.01513916895985875
Daniel P. Watson,191,3,291.0,289,292,292.0,1.7320508075688772,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.36602540378443865
Blake Young,115,1,291.0,291,291,291.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Charlotte Brooks,74,2,291.0,283,299,291.0,11.313708498984761,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.08121030314161228
William Collins,197,1,291.0,291,291,291.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Joel Murphy,169,4,291.0,239,313,306.0,34.83293460696835,29,19,4,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.02790728727547568
Charlotte Morales,109,1,291.0,291,291,291.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Abigail Garcia,106,1,291.0,291,291,291.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sophia Hernandez,86,1,291.0,291,291,291.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ethan Hill,161,1,291.0,291,291,291.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Emma Ortiz,136,3,291.3333333333333,212,341,321.0,69.42862041934387,21,15,3,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.014198773084661201
Sophia Lewis,310,4,291.5,224,323,309.5,46.10495273467555,29,19,4,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.021229190179483316
Daniel R. Ruiz,247,2,291.5,290,293,291.5,2.1213203435596424,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.32037724101704074
Hunter Jones,291,2,291.5,264,319,291.5,38.890872965260115,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.025068390979331865
Ella Gonzalez,91,2,291.5,266,317,291.5,36.062445840513924,13,6,7,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02698148968104188
Michael Murphy,155,2,291.5,286,297,291.5,7.7781745930520225,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.11391890072356342
Skyler Bailey,193,2,291.5,267,316,291.5,34.64823227814083,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.028051881849221198
Chloe Patel,229,1,292.0,292,292,292.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Daniel Hill,61,1,292.0,292,292,292.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Drew Mendoza,72,4,292.0,235,333,300.0,41.456804829444664,28,17,7,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.023553350376156416
Nolan Roberts,192,3,292.0,237,322,317.0,47.69696007084728,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.020535162740038384
Logan M. Hernandez,56,1,292.0,292,292,292.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Julian W. Murphy,307,2,292.0,285,299,292.0,9.899494936611665,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.09174737048053264
Lucas Roberts,151,4,292.0,233,323,306.0,42.21374183841087,28,19,5,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.023140787107473814
Emma Rivera,176,3,292.0,190,358,328.0,89.59910713840847,20,14,5,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.011037636369553815
Jamie Ward,245,1,292.0,292,292,292.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Quinn Gomez,272,2,292.0,291,293,292.0,1.4142135623730951,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.4142135623730951
Alex H. Jackson,253,1,292.0,292,292,292.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ethan J. Diaz,188,1,292.0,292,292,292.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Easton Rodriguez,152,1,292.0,292,292,292.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Austin Swayne,337,6,292.1666666666667,247,336,290.0,30.531404597015623,41,26,11,0.5256410256410257,0,0,0,0,6,1.0,0.0,0.0,0.031714413385017674
Jacob Y. Edwards,82,4,292.25,215,339,307.5,54.71974049646069,28,19,5,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.01794696082734843
Ella Edwards,321,3,292.3333333333333,226,334,317.0,58.07179464536406,21,14,4,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01692855289065574
Adrian Murphy,314,3,292.3333333333333,251,320,306.0,36.473734842120756,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.02668535720320016
Ian V,332,7,292.42857142857144,224,335,296.0,34.42313729096145,49,32,10,0.5384615384615384,0,0,0,0,7,1.0,0.0,0.0,0.028230136472275694
Jacob Murphy,267,2,292.5,289,296,292.5,4.949747468305833,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.1680743603534397
Morgan Reed,114,2,292.5,291,294,292.5,2.1213203435596424,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.32037724101704074
Adrian V. Roberts,175,2,292.5,292,293,292.5,0.7071067811865476,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Quinn Brown,268,4,292.5,236,345,294.5,47.31807265728392,28,20,4,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.020696189748562965
Christopher Parker,122,2,292.5,280,305,292.5,17.67766952966369,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.05353987007917717
Jordan Sanders,315,2,292.5,257,328,292.5,50.204581464244875,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.019529502466459566
Kai Cooper,285,2,292.5,289,296,292.5,4.949747468305833,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.1680743603534397
Sage Thomas,315,5,292.6,234,350,297.0,56.09188889670234,34,21,10,0.5230769230769231,0,0,0,0,5,1.0,0.0,0.0,0.017515622960195324
Matthew Lopez,266,3,292.6666666666667,235,323,320.0,49.96331987902058,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.019621955602065422
Sage Allen,106,3,292.6666666666667,288,298,292.0,5.033222956847166,21,13,5,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.1657488886375548
Jordan Patel,331,5,292.8,232,323,297.0,35.96804137008297,36,23,6,0.5538461538461539,0,0,0,0,5,1.0,0.0,0.0,0.027050391715079267
Mateo Harris,236,1,293.0,293,293,293.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Christopher Patel,213,2,293.0,255,331,293.0,53.74011537017761,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.018268138333972155
Layla Smith790,63,2,293.0,280,306,293.0,18.384776310850235,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.051586873325965094
Nathaniel Edwards,189,1,293.0,293,293,293.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Isaiah Price,91,3,293.0,269,320,290.0,25.632011235952593,20,11,8,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.03754879761578139
Adam Moore,175,2,293.0,279,307,293.0,19.79898987322333,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.04807925798778345
Layla Wilson,65,1,293.0,293,293,293.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Cameron Moore109,251,3,293.0,273,319,287.0,23.57965224510319,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.040684058099285034
Charlotte Ramirez,76,3,293.0,222,332,325.0,61.587336360651285,21,14,4,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01597767309088905
Sam Bennett,316,2,293.0,237,349,293.0,79.19595949289332,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.012469456146211661
Luke Adams,138,2,293.0,289,297,293.0,5.656854249492381,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.15022110482233483
Jordan Morgan,204,3,293.0,259,333,287.0,37.36308338453881,20,11,8,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.02606672644052961
Jack F. Hughes,187,1,293.0,293,293,293.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ella Perez,224,1,293.0,293,293,293.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Parker Lee,318,4,293.25,256,317,300.0,27.10934648173332,26,14,12,0.5,0,0,0,0,4,1.0,0.0,0.0,0.03557535571486316
Quinn Hill,214,3,293.3333333333333,235,335,310.0,52.04164998665332,21,12,6,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.01885310883525732
Owen Bennett,256,2,293.5,289,298,293.5,6.363961030678928,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.13579648178933995
Ryan Martinez,130,4,293.5,240,334,300.0,39.517928420739196,28,19,5,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.024680432563480903
Jackson Cook,76,5,293.6,271,336,288.0,24.76489450815408,34,21,10,0.5230769230769231,0,0,0,0,5,1.0,0.0,0.0,0.038812501238206884
Henry Martinez,131,3,293.6666666666667,231,331,319.0,54.60158727851539,22,14,3,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.017985098069069026
Luke Robinson,83,3,293.6666666666667,230,340,311.0,57.01169470672954,21,15,3,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.017237903582292637
Josiah B. James,315,4,293.75,229,319,313.5,43.400268816371785,29,19,4,0.5576923076923077,0,0,0,0,4,1.0,0.0,0.0,0.0225223861624745
Grace Sanchez,178,1,294.0,294,294,294.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Avery Lopez,105,1,294.0,294,294,294.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sebastian T. Wood,112,2,294.0,248,340,294.0,65.05382386916237,14,11,1,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.01513916895985875
Adam Turner,178,1,294.0,294,294,294.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jamie Williams,74,2,294.0,278,310,294.0,22.627416997969522,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.04232371232479358
Mia Sanders,163,2,294.0,291,297,294.0,4.242640687119285,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.1907435698305462
Grayson Ward533,217,2,294.0,286,302,294.0,11.313708498984761,13,6,7,0.5,0,0,0,0,2,1.0,0.0,0.0,0.08121030314161228
Henry Davis,97,1,294.0,294,294,294.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Avery Hill,113,2,294.0,290,298,294.0,5.656854249492381,14,8,4,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.15022110482233483
Abigail Adams,226,2,294.0,287,301,294.0,9.899494936611665,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.09174737048053264
